id,number of rooms,price(rub),metro,time(min),total area(м²),year of completion,living area(м²),kitchen area(м²),ceiling height(м),type of house,WC,apartment floor,total floors,readiness,num of elevators,type of elevators
276641675,2,28938840,Спартак,8,73.3,2023,36.2,18.1,3.0,Монолитный,2,19,25,Черновая,3,пассажирский
273866932,3,28990830,Воронцовская,6,64.9,2023,36.2,18.1,3.1,Монолитный,1,6,34,Предчистовая,2,пассажирский
263173835,3,29416107,Рижская,14,85.19,2024,36.2,18.1,3.0,Монолитный,2,9,55,Без отделки,4,пассажирский
285612794,2,29753936,Стрешнево,9,73.3,2023,32.6,16.8,5.2,Монолитный,2,9,21,Без отделки,1,пассажирский
284059765,2,30084158,Белорусская,14,46.58,2025,23.6,3.8,3.1,Монолитный,1,19,34,Без отделки,2,пассажирский
266637638,3,30721100,Беговая,13,85.1,2022,36.2,18.1,2.8,Панельный,2,3,25,Чистовая,3,пассажирский
285646617,3,30812340,Электрозаводская,14,77.6,2025,24.5,30.0,3.1,Монолитный,2,13,21,Без отделки,1,пассажирский
284889631,4,31013396,Шелепиха,9,78.1,2023,57.1,4.9,3.0,Монолитный,2,17,33,Без отделки,1,пассажирский
284889140,4,31069376,Шелепиха,9,87.5,2023,67.3,4.3,3.0,Монолитный,2,13,32,Без отделки,3,пассажирский
284059671,1,31410668,Белорусская,14,58.47,2025,13.5,26.0,3.1,Монолитный,1,9,34,Без отделки,2,пассажирский
284847827,2,31836065,Серпуховская,16,63.0,2024,21.2,27.5,3.0,Монолитный,1,5,27,Предчистовая,3,пассажирский
281612372,3,31674400,Крымская,18,68.5,2023,36.2,18.1,3.3,Монолитный,1,30,42,Без отделки,6,пассажирский
284386823,3,32273600,Сходненская,16,70.16,2023,51.8,13.4,4.0,Монолитный,2,2,5,Без отделки,2,грузовой
279205829,2,32112657,Алексеевская,4,75.3,2021,36.2,18.1,3.1,Монолитный,2,13,15,Без отделки,1,пассажирский
284366752,3,33179360,Зорге,13,68.49,2023,35.1,15.7,3.2,Монолитный,2,12,21,Черновая,2,пассажирский
285254313,2,33206700,Терехово,4,71.0,2025,30.1,20.4,3.2,Монолитный,2,3,18,Без отделки,1,пассажирский
281306226,3,33033000,Беговая,7,85.8,2022,36.2,18.1,2.8,Панельный,2,24,25,Чистовая,3,пассажирский
284739865,3,33023900,Технопарк,15,66.5,2023,36.2,18.1,3.1,Монолитно-кирпичный,1,9,15,Без отделки,1,пассажирский
272090917,3,33588850,Селигерская,12,82.5,2023,36.2,18.1,4.2,Монолитный,2,34,43,Предчистовая,2,пассажирский
285612748,3,33460020,Стрешнево,9,99.0,2023,56.0,14.8,5.2,Монолитный,2,2,21,Без отделки,1,пассажирский
284889639,4,33494439,Шелепиха,9,92.3,2023,62.5,5.8,3.0,Монолитный,2,12,33,Без отделки,1,пассажирский
282960528,2,33739016,Ростокино,13,108.7,2015,81.5,18.1,3.1,Монолитный,2,34,58,Черновая,2,грузовой
284916952,3,34751347,Академическая,1,66.7,2025,28.5,24.6,3.0,Монолитный,2,6,19,Без отделки,1,пассажирский
285254192,3,34818670,Терехово,1,70.1,2025,25.2,23.6,3.1,Монолитный,2,6,22,Без отделки,1,пассажирский
285255523,2,35084558,Шелепиха,14,69.9,2024,30.1,17.2,3.2,Монолитный,1,23,41,Без отделки,4,пассажирский
284038062,3,35621797,Технопарк,17,87.1,2024,36.2,18.1,3.0,Монолитно-кирпичный,2,22,28,Без отделки,3,пассажирский
283053945,3,35750900,Тушинская,5,109.8,2023,36.2,18.1,3.0,Монолитный,2,4,15,Черновая,1,пассажирский
273867039,4,36612800,Воронцовская,8,93.4,2023,36.2,18.1,3.5,Монолитный,2,28,34,Без отделки,2,пассажирский
283053962,3,37345714,Спартак,9,111.38,2023,36.2,18.1,3.0,Монолитный,2,6,12,Черновая,1,пассажирский
265095948,4,37550000,Аминьевская,10,110.1,2022,36.2,18.1,3.0,Монолитный,2,12,27,Без отделки,3,пассажирский
285612886,3,37661808,Стрешнево,10,102.8,2023,31.9,21.1,3.1,Монолитный,2,7,21,Без отделки,1,пассажирский
265095946,4,38550000,Аминьевская,10,111.4,2022,36.2,18.1,3.0,Монолитный,2,14,27,Без отделки,3,пассажирский
273867167,3,38953530,Воронцовская,6,84.7,2023,36.2,18.1,3.1,Монолитный,2,34,34,Без отделки,2,пассажирский
272495466,2,39399450,Шелепиха,5,84.73,2024,34.3,25.7,3.0,Монолитно-кирпичный,2,11,41,Без отделки,4,пассажирский
270240506,3,39794195,Селигерская,12,100.6,2023,36.2,5.8,4.2,Монолитный,2,36,43,Предчистовая,2,пассажирский
282239548,1,39701988,Краснопресненская,7,48.87,2025,19.4,15.0,3.3,Монолитный,1,3,15,Без отделки,1,пассажирский
285255518,3,39817175,Шелепиха,14,83.0,2024,46.8,14.3,3.2,Монолитный,1,32,41,Без отделки,4,пассажирский
274100166,3,40536565,Аэропорт,14,66.8,2023,36.2,18.1,3.1,Монолитный,1,2,41,Предчистовая,4,пассажирский
268855804,2,40877460,Шелепиха,6,84.11,2024,29.6,29.4,3.0,Монолитно-кирпичный,2,45,51,Без отделки,4,пассажирский
276446956,3,41020994,Тульская,15,99.98,2024,36.7,29.9,2.8,Монолитный,2,3,20,Без отделки,1,пассажирский
271758022,2,41020514,Лужники,3,71.4,2023,36.2,18.1,3.2,Монолитный,2,8,41,Предчистовая,2,пассажирский
284889092,4,41531534,Шелепиха,8,80.7,2023,59.2,5.3,3.0,Монолитный,2,6,32,Без отделки,3,пассажирский
283250324,2,42587787,Павелецкая,15,55.8,2025,36.2,18.1,3.6,Монолитный,1,5,11,Без отделки,1,пассажирский
280748927,1,43024894,Новокузнецкая,15,48.77,2024,14.2,20.3,3.2,Монолитно-кирпичный,1,2,6,Черновая,1,пассажирский
268828636,2,43096560,Спортивная,5,76.0,2023,52.5,18.1,3.2,Монолитный,2,2,41,Предчистовая,2,пассажирский
285441925,1,42847000,Воробьёвы горы,12,55.0,2026,12.8,18.1,3.2,Монолитный,1,9,17,Без отделки,1,пассажирский
282498645,3,44403023,Серпуховская,16,81.37,2023,40.5,18.1,3.0,Монолитный,2,2,18,Предчистовая,1,грузовой
275072281,3,44474603,Фили,5,86.0,2026,36.2,18.1,3.4,Монолитно-кирпичный,2,34,45,Без отделки,4,пассажирский
276317967,2,45126368,Ленинский проспект,13,87.59,2023,53.2,2.3,3.1,Монолитный,3,4,17,Предчистовая,2,пассажирский
264100353,3,46338600,Калужская,18,123.9,2021,53.9,33.0,3.1,Монолитный,2,16,32,Предчистовая,2,грузовой
285442052,1,46644000,Воробьёвы горы,12,66.4,2026,38.0,18.1,3.2,Монолитный,1,3,18,Без отделки,1,пассажирский
285256014,4,46329360,Авиамоторная,10,92.4,2023,60.9,11.5,3.1,Монолитный,2,26,26,Чистовая с мебелью,1,пассажирский
264099940,3,46893820,Калужская,18,128.9,2021,74.5,19.4,3.1,Монолитный,2,5,32,Предчистовая,2,грузовой
285463623,3,47380000,Аминьевская,4,103.0,2022,36.2,18.1,3.1,Монолитный,2,6,8,Без отделки,1,пассажирский
285253811,3,48645760,Терехово,7,92.8,2025,45.1,17.0,3.1,Монолитный,2,11,21,Без отделки,1,пассажирский
267884614,5,48334600,Октябрьское поле,13,126.2,2024,84.8,11.8,3.3,Монолитный,2,16,19,Без отделки,1,пассажирский
262519733,1,50024700,Улица 1905 года,6,50.53,2023,36.2,18.4,3.0,Монолитный,1,2,21,Чистовая с мебелью,1,пассажирский
276238924,4,50929702,Тушинская,5,120.2,2022,36.2,18.1,3.2,Монолитный,2,18,24,Черновая,1,пассажирский
264144805,3,50817250,Калужская,18,108.7,2021,55.4,16.4,3.1,Монолитный,2,27,32,Предчистовая,2,грузовой
282239534,2,51055200,Краснопресненская,7,63.0,2025,31.6,15.0,3.3,Монолитный,2,4,15,Без отделки,1,пассажирский
285256331,4,51268350,Мичуринский проспект,16,109.9,2024,49.6,37.1,3.1,Монолитный,2,25,28,Без отделки,1,пассажирский
285463596,4,52076202,Аминьевская,4,108.1,2021,36.2,18.1,3.1,Монолитный,2,7,10,Без отделки,1,пассажирский
285256007,4,54026320,Авиамоторная,10,123.8,2023,35.8,25.9,3.1,Монолитный,2,14,26,Чистовая с мебелью,3,пассажирский
283844192,2,55134441,Выставочная,1,91.8,2015,36.2,18.1,3.1,Монолитный,2,12,85,Чистовая,15,грузовой
281875834,1,55820792,Новокузнецкая,15,45.86,2024,36.2,19.8,3.2,Монолитно-кирпичный,1,2,6,Черновая,1,пассажирский
274969499,4,55880000,Серпуховская,16,103.9,2024,51.9,25.2,3.0,Монолитный,2,24,27,Предчистовая,3,пассажирский
273055029,3,56697575,Динамо,17,108.5,2017,36.2,18.1,3.1,Монолитный,2,22,24,Без отделки,2,пассажирский
272973020,3,56724891,Аэропорт,12,88.3,2023,36.2,8.8,3.1,Монолитный,2,16,41,Предчистовая,4,пассажирский
284623850,2,57141500,Выставочная,4,76.7,2019,43.0,10.0,3.9,Монолитный,2,42,78,Без отделки,4,пассажирский
274260609,3,59272298,Фили,5,103.5,2026,36.2,18.1,3.4,Монолитно-кирпичный,2,35,45,Без отделки,4,пассажирский
271373971,2,60926400,Ленинский проспект,13,84.62,2023,51.2,1.9,3.1,Монолитный,3,15,17,Предчистовая,2,пассажирский
279362242,3,62170393,Павелецкая,15,85.3,2025,36.2,18.1,3.6,Монолитный,2,6,11,Без отделки,1,пассажирский
275923513,1,63333354,Новокузнецкая,15,62.57,2024,16.7,29.0,3.2,Монолитно-кирпичный,1,5,6,Черновая,1,пассажирский
281257847,3,63445680,Лужники,3,99.0,2023,36.2,18.1,3.2,Монолитный,2,27,41,Предчистовая,2,пассажирский
282239518,2,64382175,Краснопресненская,7,74.25,2025,39.6,15.0,3.3,Монолитный,2,7,15,Без отделки,1,пассажирский
284037588,5,63907015,Технопарк,17,159.2,2025,36.2,18.1,3.1,Монолитно-кирпичный,3,8,27,Без отделки,3,пассажирский
274547513,5,66230000,Минская,13,125.9,2023,57.2,31.2,3.3,Монолитный,2,4,14,Без отделки,2,пассажирский
283393297,2,68926800,Выставочная,3,85.2,2020,36.2,18.1,3.9,Монолитный,2,52,65,Без отделки,4,пассажирский
283393292,2,68742000,Выставочная,3,85.5,2020,36.2,18.1,3.9,Монолитный,2,51,65,Без отделки,4,пассажирский
284049702,5,69627240,Технопарк,15,111.6,2023,36.2,18.1,3.1,Монолитно-кирпичный,2,6,6,Без отделки,1,пассажирский
283828372,3,70297200,Выставочная,3,84.9,2020,36.2,18.1,3.9,Монолитный,1,49,65,Без отделки,4,пассажирский
283393305,3,70497500,Выставочная,4,81.5,2019,36.2,18.1,3.9,Монолитный,2,65,78,Без отделки,4,пассажирский
284824165,2,71325493,Октябрьская,1,75.49,2023,36.2,18.1,3.1,Монолитный,2,2,9,Чистовая,1,пассажирский
285441884,2,72860000,Воробьёвы горы,12,94.1,2026,25.8,18.1,3.2,Монолитный,2,8,17,Без отделки,1,пассажирский
285442091,3,72768000,Воробьёвы горы,12,82.4,2026,26.5,18.1,3.2,Монолитный,2,11,18,Предчистовая,1,пассажирский
285254159,4,73962880,Терехово,1,130.4,2025,69.7,19.3,3.1,Монолитный,2,22,22,Без отделки,1,пассажирский
280458396,3,74218584,Фили,10,109.2,2026,36.2,18.1,3.6,Монолитно-кирпичный,2,43,46,Черновая,4,пассажирский
284405923,4,75171922,Фили,5,132.0,2026,36.2,18.1,3.4,Монолитно-кирпичный,2,40,45,Без отделки,4,пассажирский
272864191,4,75288998,Тульская,15,136.47,2024,70.4,20.5,2.8,Монолитный,2,20,20,Без отделки,1,пассажирский
